;CUST_ID;BALANCE;PURCHASES;ONEOFF_PURCHASES;INSTALLMENTS_PURCHASES;CASH_ADVANCE;CASH_ADVANCE_TRX;PURCHASES_TRX;CREDIT_LIMIT;PAYMENTS;MINIMUM_PAYMENTS;PRC_FULL_PAYMENT;BALANCE;PURCHASES;ONEOFF_PURCHASES;PURCHASES_INSTALLMENTS;CASH_ADVANCE;TENURE
;C14783;1464,636143;0;0;0;2773,394382;8;0;1500;1751,449835;477,001326;0,090909;1;0;0;0;0,25;12
;C14773;884,230978;0;0;0;611,76416;2;0;1200;883,943797;216,195821;0;1;0;0;0;0,083333;12
;C18877;23,506407;256,69;256,69;0;0;0;5;1200;1386,758471;89,831553;0;0,181818;0,083333;0,083333;0;0;12
;C16322;1729,618796;3533,46;2533,5;999,96;0;0;46;5000;4868,256038;735,288195;0,083333;1;1;0,5;0,833333;0;12
;C10789;23,276656;796,56;0;796,56;0;0;13;4000;912,478311;102,895907;0,636364;0,636364;1;0;1;0;12
;C18868;683,188651;85;85;0;0;0;1;3000;447,237766;214,535254;0;1;0,083333;0,083333;0;0;12
;C17182;10,805893;76,51;50,93;25,58;0;0;2;2500;0;;0;0,166667;0,166667;0,166667;0,166667;0;6
;C12740;939,348677;50;50;0;0;0;1;1000;315,440785;628,156487;0;1;0,083333;0,083333;0;0;12
;C19154;25,688852;103,32;0;103,32;0;0;6;1500;74,507521;88,875754;0,5;1;1;0;0,833333;0;6
;C11161;2730,843802;2900;2900;0;0;0;1;2900;0;;0;1;0,125;0,125;0;0;8
;C18060;2030,838228;3165,54;1591,65;1573,89;0;0;151;6000;1872,134044;438,77119;0;1;1;0,583333;1;0;12
;C13241;292,688812;2815,82;2047,65;768,17;0;0;71;7000;4382,773241;206,099083;0,5;1;1;1;1;0;12
;C10523;13479,28821;41050,4;40624,06;426,34;0;0;157;17000;36066,75068;15914,48462;0,083333;1;0,833333;0,666667;0,416667;0;12
;C13278;1593,619532;0;0;0;209,211041;2;0;1800;612,459086;524,499084;0;1;0;0;0;0,166667;12
;C17389;950,716155;335,62;0;335,62;0;0;6;1000;762,737851;726,519901;0;1;0,5;0;0,5;0;12
;C10441;3534,253718;566,28;431,01;135,27;3888,756412;2;17;4000;1298,823687;858,977427;0;1;0,5;0,333333;0,333333;0,083333;12
;C18770;528,107264;674,52;0;674,52;0;0;12;2500;127,76546;275,706442;0;1;1;0;1;0;12
;C17255;2099,38356;556,52;537;19,52;1008,781338;4;2;3000;1100,700834;757,724201;0;1;0,166667;0,083333;0,083333;0,166667;12
;C13364;4445,044609;5714,5;3055,5;2659;3575,55006;22;47;5000;9315,869127;2935,639712;0,083333;1;1;0,166667;1;0,5;12
;C18238;337,269567;2125,84;2025,26;100,58;144,207417;3;39;1200;1586,507333;304,093968;0,2;0,888889;0,888889;0,888889;0,111111;0,333333;9
;C11437;1376,24407;0;0;0;501,208665;4;0;1500;685,228947;339,660618;0;1;0;0;0;0,25;12
;C15133;2811,486863;692,52;692,52;0;637,084199;5;13;3000;1848,537683;2532,728316;0;1;1;1;0;0,25;12
;C17490;1242,886266;17,6;17,6;0;0;0;1;4000;589,674674;472,763536;0;1;0,083333;0,083333;0;0;12
;C13947;1382,376636;77,91;0;77,91;300,531629;2;1;2500;639,362373;397,789389;0;1;0,083333;0;0,083333;0,166667;12
;C10580;3294,37955;0;0;0;2546,891416;3;0;4000;1084,059239;1228,291582;0;1;0;0;0;0,083333;12
;C10145;2235,103331;720,6;720,6;0;723,308724;1;12;2500;1061,292471;689,118919;0;1;1;1;0;0,083333;12
;C18783;221,810125;0;0;0;903,684584;2;0;500;662,179022;168,6205;0,166667;0,727273;0;0;0;0,166667;12
;C16013;89,165814;724;0;724;0;0;6;1000;521,867766;88,700517;0;0,833333;0,833333;0;0,833333;0;6
;C16022;645,515371;756;756;0;0;0;12;600;1305,933063;883,267059;0;1;1;1;0;0;12
;C12011;151,006318;1455,97;412,69;1043,28;0;0;39;1800;1380,904206;156,994712;0,363636;1;0,916667;0,333333;0,833333;0;12
;C16149;719,592571;124,13;45,65;78,48;0;0;3;3000;1486,14717;390,098144;0;0,727273;0,25;0,083333;0,166667;0;12
;C13755;8700,079439;20421,59;16864,56;3557,03;0;0;204;17000;13002,30393;2746,592199;0,083333;1;1;1;1;0;12
;C17928;179,825945;1212,66;347,61;865,05;456,612334;1;25;2500;1711,231409;160,362153;0,272727;1;0,833333;0,25;0,75;0,083333;12
;C13303;10871,08518;0;0;0;4822,559803;3;0;18000;2735,624602;2595,765441;0;1;0;0;0;0,166667;12
;C13928;57,408695;338,5;338,5;0;0;0;2;7000;354,35735;199,273484;0,125;1;0,166667;0,166667;0;0;12
;C18387;387,162964;269,93;269,93;0;1838,276268;2;6;4000;5728,317813;210,156238;0,222222;0,909091;0,25;0,25;0;0,166667;12
;C10326;185,396312;0;0;0;842,456926;7;0;1000;117,542764;137,6915;0;1;0;0;0;0,363636;11
;C11086;554,289791;90;90;0;0;0;1;7000;414,117463;189,979169;0;1;0,083333;0,083333;0;0;12
;C11220;229,913693;2406,77;1955,67;451,1;0;0;35;10000;2239,201417;194,72626;1;1;1;1;0,5;0;12
;C15392;1793,954788;0;0;0;93,199729;1;0;2500;508,613001;481,397375;0;1;0;0;0;0,083333;12
;C18879;21,718289;182,27;0;182,27;0;0;11;1500;176,130076;171,217707;0,375;1;0,916667;0;0,833333;0;12
;C10953;39,798993;20,09;20,09;0;0;0;5;3200;0;;0;0,454545;0,333333;0,333333;0;0;12
;C10359;3536,601227;2132,93;959,1;1173,83;5340,016172;20;74;11000;8251,146946;834,025674;0;1;1;0,333333;1;0,75;12
;C14689;45,171225;160;160;0;0;0;1;500;197,019336;94,411065;0;0,636364;0,083333;0,083333;0;0;12
;C18864;221,29129;1429,54;653,82;775,72;0;0;24;700;1277,898622;149,825296;0,375;1;0,916667;0,5;0,666667;0;12
;C10779;3406,473855;1140;0;1140;0;0;6;3650;2541,196672;2559,345;0;1;0,5;0;0,5;0;12
;C10900;1076,029456;0;0;0;59,57182;2;0;1200;239,407898;363,517186;0;1;0;0;0;0,083333;12
;C16902;292,888058;426;0;426;2047,303874;5;3;2500;2212,216039;101,295693;0,4;0,777778;0,333333;0;0,222222;0,444444;9
;C13597;2280,447419;1681,78;1219;462,78;0;0;21;7500;1398,406343;513,533438;0;1;1;0,25;0,916667;0;12
;C12220;5067,576984;714,68;402,68;312;726,955255;2;14;5000;1649,118645;2967,748073;0;1;1;0,083333;1;0,083333;12
;C14371;1000,931473;0;0;0;374,200459;1;0;1200;304,037261;290,949378;0;1;0;0;0;0,083333;12
;C14022;1364,256013;0;0;0;252,98756;1;0;1500;513,013589;313,51258;0;1;0;0;0;0,083333;12
;C16272;6,840439;74,4;0;74,4;0;0;2;2000;225,796349;72,752062;0;0,285714;0,285714;0;0,285714;0;7
;C15307;303,929544;0;0;0;1120,769857;1;0;1200;1471,642879;146,079539;0,125;0,545455;0;0;0;0,083333;12
;C17866;37,550351;633,24;0;633,24;0;0;12;4000;588,246987;197,915029;0,416667;1;1;0;1;0;12
;C17340;37,021347;133,35;0;133,35;0;0;1;2500;936,840542;280,738043;0,5;0,272727;0,083333;0;0,083333;0;12
;C16576;1406,504164;0;0;0;105,811869;1;0;1500;278,864694;2334,712799;0;1;0;0;0;0,083333;12
;C11839;3,122949;0;0;0;317,505521;2;0;2500;559,499889;56,150133;0,25;0,545455;0;0;0;0,166667;12
;C19170;371,527312;0;0;0;1465,407927;5;0;1500;0;;0;0,333333;0;0;0;0,166667;6
;C17412;1256,612223;498,99;498,99;0;1353,14431;10;8;3000;685,344851;308,964645;0;1;0,25;0,25;0;0,5;12
;C19045;358,792227;397,8;344,8;53;301,920199;8;7;500;316,143862;371,118209;0;0,75;0,5;0,25;0,25;0,5;8
;C18995;44,505527;401,76;0;401,76;0;0;12;1500;291,089279;165,163582;0,6;1;0,916667;0;0,916667;0;12
;C11820;4603,402061;0;0;0;7665,092756;21;0;14000;9874,465723;1168,006176;0,083333;1;0;0;0;0,916667;12
;C16689;1772,610312;1400;0;1400;0;0;10;1500;1810,218367;4000,038682;0;1;0,583333;0;0,583333;0;12
;C17257;780,382656;0;0;0;1372,812459;3;0;1500;201,628458;429,816935;0;0,636364;0;0;0;0,083333;12
;C11276;1564,180333;942,22;773,6;168,62;397,71148;3;36;2200;2852,584209;759,107707;0;1;1;0,5;1;0,25;12
;C12721;1327,653853;20,9;20,9;0;0;0;1;1500;287,690115;483,2481;0;1;0,083333;0,083333;0;0;12
;C11068;5842,231445;452,59;241,53;211,06;786,62111;5;22;7500;4431,489516;2071,432892;0;1;0,916667;0,416667;0,916667;0,25;12
;C14138;241,032979;0;0;0;642,862505;1;0;1500;915,454305;195,162256;0,083333;1;0;0;0;0,083333;12
;C17937;518,894713;0;0;0;2166,099038;3;0;1200;1361,199423;178,257591;0,5;1;0;0;0;0,333333;6
;C18622;1060,010246;0;0;0;78,971459;1;0;1200;233,54579;257,022991;0;1;0;0;0;0,1;10
;C18138;216,64893;4606,71;3217,43;1389,28;0;0;22;2000;2251,966666;131,425363;1;1;1;0,4;0,7;0;10
;C10294;2302,184366;2856,57;922,84;1933,73;0;0;62;2500;2914,419813;2173,680619;0;1;1;0,25;1;0;12
;C17935;65,915182;840;0;840;0;0;8;1000;1014,023858;185,815051;0,857143;0,727273;0,666667;0;0,583333;0;12
;C18963;1425,003265;562,42;0;562,42;1814,910939;7;19;1800;985,544048;883,852995;0;1;0,75;0;0,666667;0,416667;12
;C11090;56,536572;499,92;0;499,92;0;0;12;3000;496,551862;194,502845;0,416667;1;1;0;1;0;12
;C16646;2663,506152;0;0;0;181,289985;1;0;3200;705,964088;957,582069;0;1;0;0;0;0,083333;12
;C16504;4028,714266;3585,75;3488,42;97,33;478,678942;1;17;6500;6869,557475;976,009981;0,1;1;0,333333;0,333333;0,083333;0,083333;12
;C14724;8073,983031;2153,11;1326;827,11;3037,443167;28;48;9500;3032,171255;2764,780103;0;1;1;0,75;0,916667;0,583333;12
;C12615;1630,676858;0;0;0;275,166058;1;0;1950;558,164261;495,630406;0;1;0;0;0;0,090909;11
;C11007;2001,030926;1534,98;1424,58;110,4;1407,204652;17;32;4000;867,884346;1313,87778;0;1;1;0,75;0,333333;0,666667;12
;C12822;229,295689;2099,89;2099,89;0;0;0;14;3000;2470,255953;176,361201;0;1;1;1;0;0;12
;C18353;945,793928;253,31;253,31;0;152,277594;2;4;1000;676,496604;536,299167;0;1;0,333333;0,333333;0;0,083333;12
;C12441;55,681483;462,99;0;462,99;0;0;12;13500;519,307161;157,208204;1;1;0,833333;0;0,833333;0;12
;C13565;2178,733642;0;0;0;988,704211;1;0;3000;642,035001;579,522074;0;1;0;0;0;0,1;10
;C16426;3405,813447;0;0;0;634,085316;12;0;4000;912,842125;1090,502794;0;1;0;0;0;0,416667;12
;C18282;933,928303;0;0;0;570,718948;19;0;2000;499,243053;358,446917;0;1;0;0;0;0,583333;12
;C13674;158,657744;752;752;0;0;0;4;2500;865,171658;161,710712;0;0,909091;0,25;0,25;0;0;12
;C13671;2822,483318;1203,05;780,13;422,92;3521,075329;10;16;8500;4359,919494;624,012723;0,083333;1;0,583333;0,5;0,166667;0,583333;12
;C10757;660,397749;776,89;698,99;77,9;0;0;2;1500;487,294072;215,007957;0;1;0,166667;0,083333;0,083333;0;12
;C15608;153,679036;181,81;0;181,81;0;0;16;1500;454,857585;183,013235;0;1;0,833333;0;0,833333;0;12
;C12957;1497,869891;806,64;681,69;124,95;0;0;26;1700;826,296904;857,418392;0;1;0,833333;0,75;0,416667;0;12
;C19148;2,559461;116,1;0;116,1;0;0;6;1500;256,642179;66,289561;0,5;0,571429;0,857143;0;0,714286;0;7
;C18788;31,111952;470,65;0;470,65;0;0;17;3000;496,387423;142,115057;0,909091;0,909091;0,833333;0;0,833333;0;12
;C14428;34,017341;494,6;494,6;0;0;0;1;4000;456,293143;19,131945;0;0,272727;0,083333;0,083333;0;0;12
;C16051;16,135672;50;50;0;0;0;1;7000;109,329805;205,427298;0;0,636364;0,083333;0,083333;0;0;12
;C19023;4,358863;70;70;0;0;0;1;500;363,248976;75,029727;0;0,181818;0,090909;0,090909;0;0;11
;C16357;970,862162;563,82;563,82;0;0;0;10;2950;350,164857;373,629996;0;1;0,833333;0,833333;0;0;12
;C18914;0,648074;258;0;258;0;0;12;1000;320,135581;26,334342;0,2;0,272727;1;0;1;0;12
;C10176;840,804076;0;0;0;3671,777443;5;0;4000;3621,266477;193,171404;0;0,666667;0;0;0;0,222222;9
;C16494;2304,470294;1201,97;374,24;827,73;1009,853215;4;36;3000;1254,356926;1050,329485;0;1;1;0,666667;1;0,166667;12
;C10456;37,753941;243,36;243,36;0;0;0;2;1800;546,417272;134,985783;0,25;0,363636;0,083333;0,083333;0;0;12
;C16477;45,095168;469,89;0;469,89;0;0;20;2000;363,258365;178,843168;0,916667;1;1;0;1;0;12
;C17850;68,045739;501,85;0;501,85;0;0;31;1200;531,541585;149,507563;0,181818;0,909091;1;0;1;0;12
;C14936;105,385636;1536,31;344,91;1191,4;0;0;8;3000;1639,344093;161,467632;0,625;1;0,666667;0,166667;0,416667;0;12
;C15113;10,684577;300;0;300;0;0;3;4000;368,807294;;0;0,181818;0,25;0;0,25;0;12
;C13485;930,286054;3039,16;439,16;2600;0;0;26;2500;2991,900221;548,880214;0,083333;1;1;1;0,916667;0;12
;C11270;341,467517;3446,96;2831,62;615,34;0;0;46;10500;3273,239834;187,681228;1;1;1;1;0,333333;0;12
;C16515;42,504303;117,62;0;117,62;0;0;1;2500;1408,151874;128,91478;0;0,272727;0,083333;0;0,083333;0;12
;C14658;1103,834373;0;0;0;155,414239;4;0;7000;4021,956752;410,666163;0;0,363636;0;0;0;0,333333;12
;C12685;1114,506863;602,07;0;602,07;0;0;15;1800;676,487532;248,438014;0;1;1;0;0,833333;0;12
;C10972;391,179957;7363,38;6965,06;398,32;0;0;42;4500;11891,44907;889,95708;1;0,909091;0,833333;0,666667;0,416667;0;12
;C15489;18,606861;302,5;0;302,5;0;0;17;3000;705,81092;112,041868;0,333333;0,636364;0,75;0;0,666667;0;12
;C16858;1016,712614;0;0;0;128,829302;2;0;4000;430,136625;331,868318;0;1;0;0;0;0,083333;12
;C12157;231,983056;0;0;0;1434,138511;1;0;1500;2456,797947;85,271802;0,5;0,571429;0;0;0;0,142857;7
;C14899;683,391465;0;0;0;1786,070392;4;0;3000;346,494649;159,136566;0;0,636364;0;0;0;0,083333;12
;C11481;1367,479599;12375;0;12375;0;0;9;16500;15246,11594;295,779348;1;0,818182;0,75;0;0,75;0;12
;C15327;563,459762;420,06;283,36;136,7;765,914966;10;9;1200;70,500843;97,68575;0;0,833333;0,833333;0,333333;0,666667;0,666667;6
;C10301;280,142117;2236,49;758,52;1477,97;0;0;34;10000;1986,838064;233,614975;1;1;1;1;0,666667;0;12
;C10981;40,332553;158,37;0;158,37;0;0;1;3000;2280,290156;72,792874;0;0,545455;0,083333;0;0,083333;0;12
;C15375;138,537976;987,45;987,45;0;0;0;12;3000;0;;0;0,333333;0,333333;0,333333;0;0;6
;C15037;322,411152;1506,92;813,02;693,9;0;0;33;2500;1567,278435;167,076537;0;1;1;1;0,583333;0;12
;C14667;776,919827;11522,9;11146,28;376,62;0;0;68;4500;11082,51429;237,006434;0,916667;1;1;1;0,416667;0;12
;C10862;1375,845223;0;0;0;112,680045;3;0;1500;306,606914;736,789619;0;1;0;0;0;0,25;12
;C14970;4797,567431;0;0;0;4824,425698;10;0;5000;5965,070573;2108,574767;0,083333;1;0;0;0;0,333333;12
;C16244;624,717922;0;0;0;1761,331946;8;0;1200;901,464465;169,693848;0;0,857143;0;0;0;0,571429;7
;C13940;43,200086;324;324;0;0;0;12;1800;350,499835;189,592793;0,3;1;1;1;0;0;12
;C14807;199,462047;1296,2;745,82;550,38;0;0;14;1800;18,125527;110,486344;0;1;0,25;0,25;0,166667;0;12
;C18419;1140,673705;438,83;0;438,83;631,332476;2;18;1800;807,664131;428,424098;0;1;1;0;1;0,166667;12
;C12494;160,15008;1639,97;971,97;668;0;0;20;7000;1579,491353;178,416176;0,916667;1;1;1;0,416667;0;12
;C10740;88,823762;291,65;0;291,65;0;0;10;8000;341,378477;209,317582;0,083333;1;0,75;0;0,666667;0;12
;C13811;2233,485479;0;0;0;99,651002;1;0;5000;536,029708;527,131185;0;1;0;0;0;0,083333;12
;C16454;2848,442843;2148,02;1634,44;513,58;385,68198;1;32;3500;922,603695;764,90448;0;1;1;0,666667;0,583333;0,083333;12
;C12525;198,12512;0;0;0;973,656086;5;0;1200;253,475631;73,411615;0,083333;1;0;0;0;0,166667;12
;C10138;24,28497;250,6;0;250,6;0;0;7;3000;319,762903;173,632006;0;0,636364;0,583333;0;0,5;0;12
;C15225;6,86049;114;114;0;0;0;1;2000;1081,831337;;0;0,2;0,1;0,1;0;0;10
;C12713;4164,796859;784,63;617,54;167,09;0;0;16;9000;1072,433416;1311,061985;0;1;0,454545;0,454545;0,181818;0;11
;C14094;0,001146;0;0;0;96,59138;1;0;1500;1359,022794;13,809153;0,181818;0,090909;0;0;0;0,083333;12
;C14643;380,517893;2590,27;2102,46;487,81;0;0;49;2500;1825,405687;173,164117;0,090909;1;0,916667;0,916667;0,416667;0;12
;C17124;875,738933;595,86;284,5;311,36;290,519119;8;21;1000;667,966217;315,393952;0;1;0,583333;0,166667;0,5;0,25;12
;C13322;89,708187;1808,6;1808,6;0;450,417925;3;26;7500;1890,186096;139,117341;0,444444;1;0,916667;0,916667;0;0,166667;12
;C16052;20,447524;306,99;0;306,99;0;0;9;3000;336,09467;176,826409;1;0,727273;0,5;0;0,416667;0;12
;C13198;1487,517111;614,53;311,22;303,31;0;0;15;1700;570,147403;429,203871;0;1;0,666667;0,333333;0,333333;0;12
;C14551;700,100691;7244,98;2457,47;4787,51;0;0;110;6200;6151,929937;197,28441;0,75;1;1;0,833333;1;0;12
;C15145;3232,101217;495;495;0;4815,406969;14;2;5500;5434,899642;1006,907571;0,083333;1;0,166667;0,166667;0;0,583333;12
;C11846;1329,443468;0;0;0;1024,351429;2;0;1800;684,599962;311,075432;0;1;0;0;0;0,166667;12
;C12533;48,242289;470,69;57;413,69;0;0;5;18000;746,951133;156,812691;0,416667;0,727273;0,416667;0,083333;0,333333;0;12
;C11742;43,354029;617,34;0;617,34;0;0;19;1200;564,845244;160,071637;0,583333;1;0,916667;0;0,916667;0;12
;C11805;2529,016337;1040,74;0;1040,74;0;0;28;2500;1746,018537;2996,008935;0;1;1;0;1;0;12
;C18362;226,306461;0;0;0;788,235661;3;0;1200;184,701045;217,492643;0;0,363636;0;0;0;0,166667;12
;C10504;198,035504;0;0;0;14371,78789;3;0;10000;14481,46544;19,492021;0;0,545455;0;0;0;0,25;12
;C15428;636,142309;4659,65;3377,15;1282,5;0;0;46;6000;4622,217377;230,464797;0,25;1;1;0,916667;0,666667;0;12
;C10227;2053,441598;493,85;441,35;52,5;1738,33378;16;10;2000;2795,059574;2661,324808;0;1;0,5;0,333333;0,25;0,833333;12
;C14403;531,615661;3196,22;2098,97;1097,25;0;0;44;4000;3556,432004;289,062155;0,166667;1;1;0,833333;0,916667;0;12
;C11582;778,475416;353,52;158;195,52;1183,478018;9;10;1500;219,322142;278,916478;0;1;0,666667;0,083333;0,583333;0,416667;12
;C10969;330,273411;53,8;53,8;0;0;0;6;2500;429,112894;171,6492;0;1;0,25;0,25;0;0;12
;C10269;5570,190127;1607,88;0;1607,88;0;0;84;13500;1583,411686;2216,638394;0;1;1;0;1;0;12
;C18250;81,170395;626,5;0;626,5;0;0;7;2500;445,640989;112,818984;0,454545;0,818182;0,583333;0;0,5;0;12
;C13479;877,354533;6954,28;6441,4;512,88;61,792952;1;105;9000;7486,398825;236,319631;0,166667;1;1;1;1;0,083333;12
;C15318;5,313086;71,75;0;71,75;0;0;7;3000;112,61746;99,423595;0,142857;0,545455;0,583333;0;0,583333;0;12
;C15060;1986,558317;0;0;0;872,861808;4;0;6500;653,211583;587,112789;0;1;0;0;0;0,166667;12
;C13388;5379,384053;501,09;501,09;0;0;0;6;9000;1480,283481;1923,071434;0;1;0,416667;0,416667;0;0;12
;C12527;1487,657507;4115,98;3975,98;140;0;0;31;5000;3922,394684;474,667356;0,083333;1;0,75;0,666667;0,25;0;12
;C11039;1083,07662;0;0;0;91,903204;1;0;1200;309,300185;476,830891;0;1;0;0;0;0,083333;12
;C18156;613,893503;2078,56;1693,5;385,06;0;0;31;1800;1013,159567;169,176825;0;1;0,916667;0,666667;0,666667;0;12
;C17106;942,555708;150;0;150;1066,604854;4;6;1200;1445,633559;492,370581;0;1;0,333333;0;0,25;0,083333;12
;C12456;2817,403474;1878,54;1198,89;679,65;1154,965664;8;14;3500;3185,017063;1079,066979;0;1;0,5;0,333333;0,333333;0,416667;12
;C10311;3621,70204;674,73;674,73;0;1684,957411;8;12;4000;1139,058595;1403,477006;0;1;0,25;0,25;0;0,166667;12
;C14462;7369,794134;411,2;0;411,2;2943,158701;5;8;8000;1753,647095;2670,980121;0;1;0,666667;0;0,583333;0,166667;12
;C17947;106,894095;62,73;0;62,73;0;0;3;5000;540,130507;146,069474;0,272727;0,909091;0,272727;0;0,181818;0;11
;C14201;552,464447;1866,81;1075,17;791,64;0;0;35;3000;3158,4173;481,438547;0,111111;0,818182;0,666667;0,25;0,583333;0;12
;C15694;1078,3009;0;0;0;1537,88642;16;0;1500;199,01051;226,880981;0;1;0;0;0;0,666667;6
;C15567;216,716507;0;0;0;810,792285;3;0;1800;1308,537026;94,70744;0,25;1;0;0;0;0,25;12
;C13399;2854,716657;0;0;0;333,917678;2;0;3000;712,005753;941,643087;0;1;0;0;0;0,166667;12
;C11297;75,039332;588,05;588,05;0;0;0;5;9000;707,386471;18,113017;0;0,272727;0,166667;0,166667;0;0;12
;C12827;51,794504;800,11;50,59;749,52;92,971171;1;14;4000;877,523458;183,608716;0,916667;1;1;0,166667;1;0,083333;12
;C15695;633,209696;1625,01;1165,36;459,65;0;0;29;2500;764,713719;206,988911;0;1;1;0,333333;1;0;12
;C12497;3034,686119;0;0;0;370,098258;2;0;3000;91,692752;26143,17049;0;1;0;0;0;0,083333;12
;C15623;114,523682;83;83;0;69,22803;2;3;300;196,333324;201,615417;0,083333;1;0,166667;0,166667;0;0,166667;12
;C16731;1915,189848;0;0;0;1390,387875;4;0;2500;714,25653;544,704952;0;1;0;0;0;0,25;12
;C18245;1367,284172;542,33;280,04;262,29;1790,86019;5;12;1500;1067,078079;500,726579;0;1;0,857143;0,714286;0,428571;0,428571;7
;C16685;70,831061;531;300;231;0;0;16;1500;497,383598;153,202749;0,25;1;0,916667;0,333333;0,916667;0;12
;C10092;8181,251131;2258,01;1318,78;939,23;5251,228934;21;60;13500;3021,575846;2074,581541;0;1;1;0,75;1;0,75;12
;C10632;107,298227;1084,09;0;1084,09;0;0;9;8000;1515,629124;152,094041;0,714286;0,636364;0,666667;0;0,666667;0;12
;C16527;406,939907;2615,18;2615,18;0;0;0;76;4300;5296,640171;2773,819516;0,75;1;1;1;0;0;12
;C13148;1552,53528;2072,43;1518,4;554,03;0;0;30;7000;2522,068213;389,675365;0;1;0,833333;0,5;0,5;0;12
;C16260;173,075416;0;0;0;1193,999651;1;0;1200;329,112626;372,439588;0;0,2;0;0;0;0,1;10
;C15843;6,542818;178;0;178;0;0;6;1500;231,111728;19,703002;0;0,571429;0,857143;0;0,571429;0;7
;C16703;38,086857;447,78;0;447,78;0;0;6;4000;757,855943;143,5366;1;0,545455;0,416667;0;0,416667;0;12
;C12351;1689,319684;724,83;0;724,83;0;0;7;1500;1462,037592;3397,732291;0;1;0,583333;0;0,583333;0;12
;C13686;216,842907;2480,88;279,09;2201,79;0;0;36;7000;2897,619018;141,539131;0,3;0,909091;1;0,25;0,833333;0;12
;C17879;0;30,98;0;30,98;0;0;2;4000;63,582004;14,45821;0,090909;0;0,166667;0;0,166667;0;12
;C12744;2376,965338;0;0;0;1321,906162;4;0;3000;549,457948;557,916999;0;1;0;0;0;0,333333;12
;C15151;3611,316106;2400,71;1479,24;921,47;1815,313783;2;32;11500;3911,840079;795,275831;0;1;1;1;1;0,166667;12
;C17612;980,922091;0;0;0;644,770362;5;0;1200;569,660031;251,861789;0;1;0;0;0;0,333333;12
;C12487;14,871714;62,7;62,7;0;0;0;1;3000;125,780361;164,519883;0;0,545455;0,083333;0,083333;0;0;12
;C16401;1912,125318;518,04;449,71;68,33;6314,938401;12;4;3500;3837,547894;492,835677;0,111111;1;0,083333;0,083333;0,083333;0,416667;12
;C13714;1106,910402;515,98;286,81;229,17;0;0;7;12000;1867,692351;283,339719;0;1;0,5;0,166667;0,416667;0;12
;C12904;877,603886;7786,4;215;7571,4;0;0;68;6500;7328,487542;2494,776569;0,916667;1;1;0,083333;1;0;12
;C14370;12596,42194;0;0;0;3252,260115;6;0;14000;3031,587665;2946,488163;0;1;0;0;0;0,083333;12
;C17723;486,17036;0;0;0;1494,441569;1;0;1500;2945,61949;120,041669;0,181818;0,545455;0;0;0;0,083333;12
;C17998;2339,4425;2941,53;1032,4;1909,13;0;0;86;3000;2055,656122;697,394834;0;1;1;0,5;1;0;12
;C13282;132,993735;1383,67;1358,77;24,9;0;0;10;7000;1270,735859;103,971481;0;0,454545;0,416667;0,333333;0,166667;0;12
;C13781;6468,426706;277,7;277,7;0;4440,766432;6;8;10000;1544,782363;1970,75409;0;1;0,666667;0,666667;0;0,333333;12
;C14578;5402,993017;0,01;0,01;0;5942,11917;5;1;12000;1071,665067;1998,26387;0;1;0,083333;0,083333;0;0,166667;12
;C17361;231,859622;190;190;0;108,768879;2;1;1200;119,940752;128,955873;0;0,888889;0,111111;0,111111;0;0,111111;9
;C17030;1593,467543;0;0;0;1889,339793;2;0;2000;173,71666;289,554448;0;1;0;0;0;0,333333;6
;C10872;3616,993845;0;0;0;4947,781762;7;0;5500;529,726072;1294,501736;0;0,888889;0;0;0;0,555556;9
;C11506;4,382924;130,24;0;152,24;0;0;0;14000;28988,97388;1092,184812;0,5;0,272727;0,083333;0;0,083333;0;12
;C10848;674,817091;1152,83;0;1152,83;0;0;21;7000;0;;0;1;1;0;1;0;12
;C14431;7659,19151;0;0;0;1971,469655;7;0;8000;1897,854153;2710,882339;0;1;0;0;0;0,333333;12
;C10217;64,080909;927;600;327;0;0;4;5000;1260,16384;59,04439;0,222222;0,454545;0,25;0,083333;0,166667;0;12
;C10084;17,357563;244,85;40,21;204,64;0;0;13;5000;357,802082;121,523416;0,181818;0,909091;0,666667;0,166667;0,583333;0;12
;C17400;493,243274;1180,68;1180,68;0;0;0;4;1500;948,216919;203,172759;0;1;0,333333;0,333333;0;0;12
;C11989;30,863497;143,36;0;143,36;736,547491;5;8;1500;1377,984542;123,057328;0,75;0,818182;0,666667;0;0,666667;0,416667;12
;C12428;947,457151;1787,83;126,24;1661,59;458,961661;1;61;4000;574,055852;259,977392;0,166667;1;1;0,083333;1;0,083333;12
;C13529;874,800721;0;0;0;557,540201;2;0;1700;1915,107195;;0,090909;0,909091;0;0;0;0,166667;12
;C13264;488,00991;102,98;0;102,98;0;0;2;7000;186,660086;191,949816;0;1;0,166667;0;0,166667;0;12
;C15395;385,841997;24,63;0;24,63;0;0;5;4500;1349,938041;203,987924;0;1;0,416667;0;0,416667;0;12
;C15035;30,969957;319,67;319,67;0;0;0;5;7500;103,198108;55,782805;0;0,666667;0,666667;0,666667;0;0;6
;C11882;1628,591333;361;0;361;291,278909;2;20;1800;1018,197785;684,453198;0;1;0,833333;0;0,75;0,166667;12
;C10009;1014,926473;861,49;661,49;200;0;0;5;7000;688,278568;311,963409;0;1;0,333333;0,083333;0,25;0;12
