CUST_ID,BALANCE,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,BALANCE.1,PURCHASES.1,ONEOFF_PURCHASES.1,PURCHASES_INSTALLMENTS,CASH_ADVANCE.1,TENURE
C10696,10359.45471,12650.0,12650.0,0.0,2781.682203,2.0,10,10500.0,7566.470234,9170.428051,0.0,1.0,0.25,0.25,0.0,0.166667,12.0
C10508,3690.177649,0.0,0.0,0.0,1328.643945,11.0,0,4000.0,1006.358943,1819.542692,0.0,1.0,0.0,0.0,0.0,0.5,12.0
C13742,854.739785,0.0,0.0,0.0,298.390512,1.0,0,7000.0,1397.280901,249.103542,0.0,1.0,0.0,0.0,0.0,0.083333,12.0
C12413,6509.334652,538.51,538.51,0.0,7232.069823,20.0,4,12000.0,1355.948713,1471.164439,,1.0,0.333333,0.333333,0.0,0.666667,12.0
C10761,2752.146656,1648.53,618.55,1029.98,2146.51325,4.0,46,6500.0,1427.725762,1342.185961,0.0,1.0,1.0,0.333333,1.0,0.25,12.0
C15451,2786.743524,231.63,86.63,145.0,0.0,0.0,6,3000.0,711.838166,750.333981,0.0,1.0,0.5,0.166667,0.25,0.0,12.0
C14766,6313.362606,0.0,0.0,0.0,9687.179224,11.0,0,10000.0,6291.189848,1246.208875,0.090909,0.909091,0.0,0.0,0.0,0.636364,11.0
C12343,137.909416,897.42,684.12,213.3,0.0,0.0,27,7000.0,965.182597,191.931603,0.083333,1.0,0.916667,0.916667,0.583333,0.0,12.0
C12492,186.706199,868.0,0.0,868.0,0.0,0.0,6,4000.0,618.964215,268.075781,0.0,1.0,0.5,0.0,0.416667,0.0,12.0
C13813,3265.116481,2147.01,0.0,2147.01,0.0,0.0,60,8000.0,8481.013758,2978.655593,0.0,0.727273,1.0,0.0,1.0,0.0,12.0
C17019,128.982891,237.0,0.0,237.0,0.0,0.0,12,5000.0,192.681715,165.041701,0.0,1.0,1.0,0.0,0.916667,0.0,12.0
C15371,50.366106,507.57,507.57,0.0,0.0,0.0,2,6000.0,503.254349,34.488495,0.0,0.363636,0.083333,0.083333,0.0,0.0,12.0
C10252,558.476701,630.03,630.03,0.0,0.0,0.0,1,5500.0,426.092563,213.369694,0.0,1.0,0.090909,0.090909,0.0,0.0,11.0
C19073,7.4726,63.4,35.09,28.31,0.0,0.0,2,500.0,83.417439,106.028116,0.0,0.333333,0.222222,0.111111,0.111111,0.0,9.0
C10233,6571.484039,9325.22,9325.22,0.0,0.0,0.0,5,8500.0,11036.72668,1824.680131,0.0,1.0,0.333333,0.333333,0.0,0.0,12.0
C12634,195.575108,2984.34,2754.92,229.42,0.0,0.0,28,14500.0,1885.940209,196.257674,1.0,1.0,1.0,1.0,0.416667,0.0,12.0
C18206,27.254213,316.3,316.3,0.0,0.0,0.0,2,2500.0,312.771691,57.214333,0.1,0.454545,0.166667,0.166667,0.0,0.0,12.0
C11415,281.469522,2500.03,2170.26,329.77,0.0,0.0,25,12000.0,2463.043567,199.936768,0.909091,1.0,0.916667,0.916667,0.416667,0.0,12.0
C17302,1186.616403,0.0,0.0,0.0,1496.629534,4.0,0,1500.0,1779.274853,300.990997,0.090909,1.0,0.0,0.0,0.0,0.25,12.0
C18211,1969.737768,0.0,0.0,0.0,2410.842591,33.0,0,2500.0,292.443409,737.614283,0.0,1.0,0.0,0.0,0.0,0.222222,9.0
C19027,133.099445,1170.0,0.0,1170.0,0.0,0.0,12,1000.0,1068.502534,161.816503,0.444444,1.0,1.0,0.0,0.9,0.0,10.0
C14255,1189.030969,1122.3,1122.3,0.0,1425.965785,9.0,9,4000.0,3231.526204,318.563445,0.0,1.0,0.416667,0.416667,0.0,0.416667,12.0
C15823,2431.019916,729.82,729.82,0.0,2555.909872,13.0,4,3500.0,46.969049,18924.00199,0.0,0.818182,0.181818,0.181818,0.0,0.181818,11.0
C10216,6467.885013,1464.14,978.71,485.43,3947.86784,10.0,23,11500.0,1658.563509,1887.413517,0.0,1.0,0.833333,0.583333,0.666667,0.416667,12.0
C15126,50.803778,0.0,0.0,0.0,892.941422,2.0,0,1500.0,1272.269385,28.024972,0.333333,0.25,0.0,0.0,0.0,0.125,8.0
C18375,184.57666,408.36,0.0,408.36,0.0,0.0,12,1000.0,294.885863,239.73565,0.0,1.0,1.0,0.0,1.0,0.0,12.0
C10548,4507.733288,4754.32,3636.53,1117.79,0.0,0.0,43,9500.0,1924.73689,957.077692,0.0,1.0,1.0,0.833333,0.75,0.0,12.0
C14904,3083.636304,250.0,0.0,250.0,0.0,0.0,6,10000.0,4669.193554,893.368255,0.083333,1.0,0.5,0.0,0.416667,0.0,12.0
C18254,676.771001,356.8,356.8,0.0,1213.388649,13.0,15,1200.0,2042.747509,600.434653,0.166667,1.0,0.5,0.5,0.0,0.416667,12.0
C16334,17.820255,123.72,0.0,123.72,0.0,0.0,4,3000.0,270.589779,133.760906,0.428571,0.545455,0.333333,0.0,0.333333,0.0,12.0
C15945,57.657781,587.25,0.0,587.25,0.0,0.0,9,1000.0,779.274805,138.599057,0.857143,0.818182,0.75,0.0,0.75,0.0,12.0
C11165,677.188172,3777.59,3777.59,0.0,329.214459,3.0,28,4000.0,5499.745992,261.247523,0.090909,0.909091,0.818182,0.818182,0.0,0.181818,11.0
C11591,774.709467,462.0,0.0,462.0,864.137815,2.0,24,6000.0,703.328852,229.278664,0.0,1.0,1.0,0.0,1.0,0.166667,12.0
C14751,21.345298,1019.0,119.0,900.0,0.0,0.0,10,4500.0,1274.379409,161.692199,1.0,0.727273,0.75,0.083333,0.75,0.0,12.0
C14993,31.161679,300.0,0.0,300.0,0.0,0.0,6,11500.0,619.179957,162.175915,1.0,0.545455,0.5,0.0,0.5,0.0,12.0
C17782,738.067431,752.97,752.97,0.0,0.0,0.0,11,2500.0,1393.051729,282.663936,0.0,1.0,0.666667,0.666667,0.0,0.0,12.0
C14647,49.911409,178.4,0.0,178.4,0.0,0.0,12,2500.0,130.650758,166.81518,0.0,1.0,1.0,0.0,1.0,0.0,12.0
C15291,1268.250294,167.0,167.0,0.0,1141.77504,5.0,1,1800.0,467.080947,404.439747,0.0,1.0,0.083333,0.083333,0.0,0.333333,12.0
C10668,306.877248,3877.85,2183.56,1694.29,0.0,0.0,29,12500.0,3639.443058,205.024983,1.0,1.0,0.916667,0.666667,0.75,0.0,12.0
C16874,1243.250958,1680.0,0.0,1680.0,0.0,0.0,12,4500.0,1105.142936,361.880781,0.0,1.0,1.0,0.0,1.0,0.0,12.0
C10061,5493.90406,229.0,0.0,229.0,970.591332,4.0,6,6000.0,2110.557023,1895.02617,0.0,1.0,0.416667,0.0,0.333333,0.333333,12.0
C12302,4677.021295,1798.66,1364.22,434.44,1569.577102,6.0,36,9000.0,1156.783897,1615.317615,0.0,1.0,0.916667,0.583333,0.916667,0.416667,12.0
C11309,12.00682,126.0,0.0,126.0,0.0,0.0,12,3000.0,171.837196,105.323736,0.333333,1.0,1.0,0.0,1.0,0.0,12.0
C14656,5090.523925,1689.09,0.0,1689.09,1088.523871,3.0,82,6000.0,2046.509543,2256.318292,0.0,1.0,1.0,0.0,1.0,0.166667,12.0
C18153,41.550285,421.6,312.85,108.75,0.0,0.0,5,1000.0,303.472063,290.219348,0.0,0.454545,0.333333,0.166667,0.166667,0.0,12.0
C17867,717.764625,3358.25,3358.25,0.0,0.0,0.0,127,4000.0,2370.592652,202.790825,0.0,1.0,1.0,1.0,0.0,0.0,12.0
C12708,6810.401782,635.76,164.32,471.44,3863.40531,13.0,17,10000.0,3161.148768,3781.907645,0.0,1.0,0.916667,0.083333,0.916667,0.25,12.0
C11905,1276.941373,2196.54,1037.8,1158.74,0.0,0.0,44,1000.0,1410.009813,3446.470208,0.0,1.0,1.0,0.333333,1.0,0.0,12.0
C18972,35.38985,285.24,0.0,285.24,0.0,0.0,12,1000.0,232.82123,176.356576,0.363636,1.0,1.0,0.0,0.916667,0.0,12.0
C18523,1973.025342,0.0,0.0,0.0,2009.582123,6.0,0,2000.0,325.367575,476.302544,0.0,1.0,0.0,0.0,0.0,0.666667,9.0
C18613,213.233979,2140.96,165.79,1975.17,0.0,0.0,30,2500.0,2152.256934,197.031451,0.444444,0.909091,0.833333,0.166667,0.583333,0.0,12.0
C10936,79.625341,701.44,701.44,0.0,0.0,0.0,13,6000.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,12.0
C18101,271.05166,86.0,0.0,86.0,0.0,0.0,2,1000.0,442.141178,2863.640612,0.0,0.909091,0.166667,0.0,0.166667,0.0,12.0
C17197,255.4001,630.03,630.03,0.0,0.0,0.0,1,3000.0,294.185139,294.438262,0.0,0.454545,0.083333,0.083333,0.0,0.0,12.0
C12828,13.363762,238.9,0.0,238.9,0.0,0.0,9,1000.0,197.86349,68.752646,1.0,0.428571,0.857143,0.0,0.714286,0.0,7.0
C18908,23.223559,387.32,159.0,228.32,0.0,0.0,6,1200.0,86.332384,162.317863,0.0,0.181818,0.166667,0.083333,0.083333,0.0,12.0
C18225,1718.885963,578.78,0.0,578.78,0.0,0.0,14,1000.0,294.153872,20316.09631,0.0,1.0,0.666667,0.0,0.666667,0.0,12.0
C16082,1157.305572,0.0,0.0,0.0,1195.791823,5.0,0,1200.0,328.141952,293.804549,0.0,1.0,0.0,0.0,0.0,0.166667,12.0
C16393,10.954457,0.0,0.0,0.0,389.594394,2.0,0,3000.0,0.0,,0.0,0.125,0.0,0.0,0.0,0.125,8.0
C12618,956.303408,1451.5,1451.5,0.0,0.0,0.0,54,1200.0,210.435488,886.458108,0.0,0.857143,0.571429,0.571429,0.0,0.0,7.0
C10613,4114.723127,1841.62,1456.94,384.68,4004.273974,8.0,21,7500.0,7780.322889,950.496396,0.0,1.0,1.0,1.0,0.25,0.416667,12.0
C10701,4094.433899,0.0,0.0,0.0,1618.325972,8.0,0,7500.0,1070.599052,1441.148962,0.0,1.0,0.0,0.0,0.0,0.5,12.0
C10865,1304.357015,1488.8,987.68,501.12,858.516418,2.0,21,2000.0,612.674919,341.524735,0.0,1.0,0.833333,0.25,0.583333,0.166667,12.0
C10839,2574.852985,578.66,578.66,0.0,6390.668135,4.0,12,9500.0,3219.440365,728.739114,0.0,1.0,1.0,1.0,0.0,0.272727,11.0
C17618,1273.498021,449.28,0.0,449.28,0.0,0.0,12,1200.0,475.727103,4224.383226,0.0,1.0,1.0,0.0,1.0,0.0,12.0
C17836,45.905486,398.4,0.0,398.4,0.0,0.0,12,4000.0,403.594309,171.92066,0.916667,1.0,1.0,0.0,1.0,0.0,12.0
C10878,62.596086,475.0,0.0,475.0,0.0,0.0,12,1500.0,408.132037,170.451899,0.9,1.0,1.0,0.0,0.916667,0.0,12.0
C15029,1764.083164,329.47,0.0,329.47,58.536178,2.0,22,1800.0,789.269658,798.373689,0.0,1.0,1.0,0.0,1.0,0.166667,12.0
C13045,33.663794,585.6,0.0,585.6,0.0,0.0,12,1000.0,578.786142,191.914428,0.916667,1.0,1.0,0.0,1.0,0.0,12.0
C16904,5699.475671,0.0,0.0,0.0,1423.440294,7.0,0,6000.0,1422.889138,1925.341433,0.0,1.0,0.0,0.0,0.0,0.333333,12.0
C13183,6773.941979,14215.0,14215.0,0.0,464.795495,1.0,30,9000.0,5773.661106,6338.527589,0.0,1.0,0.583333,0.583333,0.0,0.083333,12.0
C10169,1610.040203,557.19,525.64,31.55,0.0,0.0,5,4000.0,422.711848,616.005839,0.0,1.0,0.25,0.083333,0.166667,0.0,12.0
C13738,288.525281,341.7,341.7,0.0,0.0,0.0,1,1000.0,246.925425,237.035886,0.0,1.0,0.083333,0.083333,0.0,0.0,12.0
C18472,2149.205166,0.0,0.0,0.0,1114.317913,2.0,0,3000.0,3230.180347,12748.98306,0.0,0.909091,0.0,0.0,0.0,0.181818,11.0
C16694,4476.739146,1880.25,904.46,975.79,3267.879333,6.0,36,12000.0,11562.15615,1157.986009,0.333333,1.0,1.0,0.333333,1.0,0.25,12.0
C15633,842.600625,0.0,0.0,0.0,679.67338,7.0,0,1200.0,1901.27932,324.801824,0.090909,0.909091,0.0,0.0,0.0,0.333333,12.0
C11350,3892.352781,6068.82,5368.71,700.11,1806.05694,12.0,61,7500.0,4417.82569,1764.680048,0.0,1.0,0.75,0.583333,0.333333,0.333333,12.0
C12025,1075.825135,32.0,32.0,0.0,1859.42106,23.0,1,9000.0,2266.903508,385.237167,0.0,1.0,0.083333,0.083333,0.0,0.666667,12.0
C11319,801.110294,4276.89,1734.5,2542.39,0.0,0.0,58,7500.0,4750.947157,195.583027,0.083333,1.0,1.0,0.333333,0.916667,0.0,12.0
C17074,1413.236934,574.95,121.3,453.65,58.379957,3.0,10,1500.0,963.80147,1234.776368,0.0,1.0,0.666667,0.166667,0.5,0.25,12.0
C16329,1328.483504,1507.26,1011.6,495.66,2554.86412,33.0,22,2000.0,2281.634116,926.600197,0.111111,0.909091,0.818182,0.636364,0.545455,0.727273,11.0
C13988,846.380946,8397.44,6812.04,1585.4,0.0,0.0,118,10000.0,8067.500812,202.618759,1.0,1.0,1.0,1.0,1.0,0.0,12.0
C12780,28.445432,166.2,166.2,0.0,0.0,0.0,3,5500.0,236.022703,97.531842,0.181818,0.545455,0.25,0.25,0.0,0.0,12.0
C14097,54.096839,185.99,44.99,141.0,0.0,0.0,5,4000.0,367.310313,128.442353,0.0,0.727273,0.333333,0.083333,0.25,0.0,12.0
C11959,1329.826951,1304.96,1304.96,0.0,18.427395,1.0,7,7500.0,625.414678,402.131301,0.0,1.0,0.25,0.25,0.0,0.083333,12.0
C11574,100.904785,1281.44,1202.44,79.0,0.0,0.0,31,12000.0,1271.161266,184.798996,0.916667,1.0,1.0,1.0,0.166667,0.0,12.0
C18359,1673.480135,0.0,0.0,0.0,2268.363869,4.0,0,2500.0,333.975878,319.086971,0.0,0.833333,0.0,0.0,0.0,0.333333,6.0
C11545,167.505508,1219.0,843.0,376.0,0.0,0.0,21,4500.0,1989.674433,161.279514,0.666667,0.818182,0.75,0.75,0.416667,0.0,12.0
C15376,1155.338824,5744.03,4055.8,1688.23,0.0,0.0,11,6000.0,3684.789911,328.151043,0.0,0.909091,0.5,0.083333,0.416667,0.0,12.0
C19187,19.183215,300.0,0.0,300.0,0.0,0.0,6,1000.0,275.861322,,0.0,1.0,1.0,0.0,0.833333,0.0,6.0
C13368,4861.692801,54.25,0.0,54.25,2986.039891,6.0,4,9000.0,1609.448663,1410.13097,0.0,1.0,0.333333,0.0,0.333333,0.333333,12.0
C14171,293.614532,839.61,839.61,0.0,2018.794348,12.0,11,3000.0,2585.110269,102.177146,0.5,0.857143,0.714286,0.714286,0.0,0.857143,7.0
C15135,3798.323722,0.0,0.0,0.0,182.513182,2.0,0,4000.0,916.384302,1193.658503,0.0,1.0,0.0,0.0,0.0,0.166667,12.0
C17545,1035.03102,704.17,0.0,704.17,0.0,0.0,33,3400.0,274.26228,272.890448,0.0,1.0,1.0,0.0,1.0,0.0,12.0
C11082,1838.106824,2682.25,2632.4,49.85,188.36824,1.0,16,4500.0,1891.062946,429.697372,0.0,1.0,1.0,1.0,0.083333,0.083333,12.0
C17365,142.290756,540.0,520.0,20.0,0.0,0.0,2,4000.0,245.492892,123.48805,0.0,1.0,0.166667,0.083333,0.083333,0.0,12.0
C17106,942.555708,150.0,0.0,150.0,1066.604854,4.0,6,1200.0,1445.633559,492.370581,0.0,1.0,0.333333,0.0,0.25,0.083333,12.0
C12400,1095.041551,1132.36,377.44,754.92,0.0,0.0,43,2500.0,410.973222,405.230106,0.0,1.0,1.0,0.333333,1.0,0.0,12.0
C13106,1289.327381,892.0,563.0,329.0,0.0,0.0,14,3500.0,655.143647,360.636863,0.0,1.0,0.583333,0.25,0.25,0.0,12.0
C15863,4593.098361,0.0,0.0,0.0,6944.484735,9.0,0,7000.0,1108.771839,1744.975926,0.0,0.777778,0.0,0.0,0.0,0.333333,9.0
C12674,4413.803457,0.0,0.0,0.0,2007.044461,11.0,0,5000.0,1305.912583,1423.184018,0.0,1.0,0.0,0.0,0.0,0.666667,12.0
C18470,22.427861,340.5,119.0,221.5,0.0,0.0,6,2500.0,413.025987,97.439864,0.4,0.454545,0.416667,0.083333,0.416667,0.0,12.0
C12633,462.598215,1319.26,1319.26,0.0,0.0,0.0,1,3500.0,98.018318,281.813294,0.0,1.0,0.083333,0.083333,0.0,0.0,12.0
C14644,1311.952719,2092.0,1242.0,850.0,0.0,0.0,15,5181.818182,3476.019003,330.828719,0.0,0.909091,0.75,0.333333,0.5,0.0,12.0
C13753,2671.282197,2307.35,2165.12,142.23,0.0,0.0,31,7500.0,645.688177,623.12516,0.0,1.0,0.833333,0.833333,0.25,0.0,12.0
C15462,7468.01201,1569.41,796.07,773.34,4500.288676,7.0,10,8700.0,2162.94335,4628.802111,0.0,1.0,0.545455,0.454545,0.363636,0.272727,11.0
C13373,1179.878115,0.0,0.0,0.0,127.034,4.0,0,1200.0,400.481025,355.300563,0.0,1.0,0.0,0.0,0.0,0.333333,12.0
C13366,124.117838,14.98,14.98,0.0,0.0,0.0,1,1700.0,607.535166,43.582049,0.0,0.363636,0.083333,0.083333,0.0,0.0,12.0
C12009,1009.062757,702.4,265.6,436.8,0.0,0.0,28,7500.0,1184.723606,245.887258,0.0,1.0,1.0,0.25,1.0,0.0,12.0
C18664,3673.371108,2548.97,2051.97,497.0,4300.701115,15.0,32,6000.0,2475.493772,784.75479,0.0,0.909091,1.0,0.818182,0.454545,0.636364,11.0
C19169,62.320028,500.0,0.0,500.0,,0.0,6,1000.0,456.745027,73.848755,1.0,1.0,1.0,0.0,0.833333,0.0,6.0
C15303,1451.993504,0.0,0.0,0.0,1739.998495,4.0,0,2000.0,251.384712,228.826381,0.0,1.0,0.0,0.0,0.0,0.25,8.0
C16890,1696.465412,219.07,219.07,0.0,1237.454039,19.0,6,1800.0,1251.496096,976.101952,0.0,1.0,0.333333,0.333333,0.0,0.583333,12.0
C11389,61.976914,401.63,401.63,0.0,0.0,0.0,7,6000.0,806.587482,130.017867,0.2,0.818182,0.5,0.5,0.0,0.0,12.0
C13423,1525.063274,150.0,150.0,0.0,264.96017,1.0,3,1800.0,733.240634,469.758727,0.0,1.0,0.083333,0.083333,0.0,0.083333,12.0
C17849,0.407093,49.0,49.0,0.0,0.0,0.0,1,3000.0,0.0,,0.0,0.090909,0.083333,0.083333,0.0,0.0,12.0
C11254,4.398104,76.0,76.0,0.0,0.0,0.0,1,1500.0,307.868817,109.152917,0.0,0.181818,0.083333,0.083333,0.0,0.0,12.0
C13341,42.996921,230.04,230.04,0.0,0.0,0.0,4,200.0,187.489678,186.703736,0.0,1.0,0.25,0.25,0.0,0.0,12.0
C19109,380.839064,0.0,0.0,0.0,703.941544,13.0,0,500.0,321.38201,123.66713,0.0,0.857143,0.0,0.0,0.0,0.428571,7.0
C14646,3.691925,27.99,27.99,0.0,0.0,0.0,1,6500.0,187.172733,56.066059,0.5,0.363636,0.083333,0.083333,0.0,0.0,12.0
C12613,66.65712,585.87,585.87,0.0,0.0,0.0,12,10000.0,570.478919,182.613309,1.0,1.0,1.0,1.0,0.0,0.0,12.0
C15549,44.586199,413.7,0.0,413.7,0.0,0.0,4,2500.0,2271.738188,131.138844,0.0,0.272727,0.166667,0.0,0.166667,0.0,12.0
C16057,540.691281,0.0,0.0,0.0,155.663715,3.0,0,2200.0,1561.37344,375.333662,0.083333,1.0,0.0,0.0,0.0,0.166667,12.0
C10961,6002.618198,0.0,0.0,0.0,1163.462217,10.0,0,6500.0,1498.948148,1837.998855,0.0,1.0,0.0,0.0,0.0,0.5,12.0
C18580,1222.080889,750.0,0.0,750.0,2452.136461,4.0,12,2500.0,554.325638,260.87584,0.0,0.818182,1.0,0.0,1.0,0.333333,12.0
C17806,1159.619047,0.0,0.0,0.0,73.699863,1.0,0,1200.0,192.970203,391.470419,0.0,0.909091,0.0,0.0,0.0,0.090909,11.0
C13853,1487.509392,34.52,0.0,34.52,0.0,0.0,2,2000.0,2133.989319,19443.45352,0.0,1.0,0.166667,0.0,0.166667,0.0,12.0
C13126,1224.95436,0.0,0.0,0.0,292.385578,1.0,0,1400.0,350.078829,566.002062,0.0,1.0,0.0,0.0,0.0,0.083333,12.0
C14364,59.35799,608.8,608.8,0.0,0.0,0.0,6,6000.0,1531.142227,133.914917,1.0,0.454545,0.333333,0.333333,0.0,0.0,12.0
C12558,102.751154,1063.69,0.0,1063.69,0.0,0.0,29,7000.0,1928.089519,164.687639,0.454545,1.0,1.0,0.0,1.0,0.0,12.0
C11071,1095.27596,119.0,119.0,0.0,54.739913,3.0,1,1200.0,365.05305,540.656023,0.0,1.0,0.083333,0.083333,0.0,0.25,12.0
C18960,748.264608,808.99,808.99,0.0,169.529717,5.0,1,1000.0,171.734804,252.640741,0.0,0.818182,0.090909,0.090909,0.0,0.090909,11.0
C12275,5432.113514,793.1,793.1,0.0,6245.023709,15.0,13,10000.0,1261.909483,1290.536388,0.0,1.0,0.583333,0.583333,0.0,0.5,12.0
C16309,1978.442957,35.94,35.94,0.0,922.67316,28.0,1,2000.0,1230.609516,1314.625311,0.0,1.0,0.083333,0.083333,0.0,0.916667,12.0
C18035,1109.606747,1625.95,1022.66,603.29,0.0,0.0,28,3000.0,290.793658,334.180282,0.0,1.0,1.0,0.5,0.666667,0.0,12.0
C17790,1865.008929,0.0,0.0,0.0,2087.392116,3.0,0,2500.0,2709.693363,460.334824,0.083333,1.0,0.0,0.0,0.0,0.25,12.0
C14639,7558.010921,365.26,188.56,176.7,4738.30754,25.0,9,8000.0,3311.192387,4903.859993,0.0,1.0,0.5,0.083333,0.416667,0.666667,12.0
C12970,2864.644318,135.0,70.0,65.0,4345.320169,10.0,7,7000.0,1626.504396,656.858685,0.0,0.9,0.5,0.2,0.4,0.5,10.0
C14419,1234.235139,594.95,509.95,85.0,8287.780882,10.0,5,5000.0,9630.24637,368.290985,0.333333,1.0,0.333333,0.25,0.083333,0.416667,12.0
C15336,833.541256,0.0,0.0,0.0,1422.637361,8.0,0,2500.0,180.104404,282.085369,0.0,1.0,0.0,0.0,0.0,0.333333,12.0
C18585,1931.8739,477.7,50.0,427.7,2212.17081,3.0,11,2500.0,606.416101,1214.818774,0.0,0.909091,0.909091,0.090909,0.818182,0.181818,11.0
C11602,2945.285382,185.98,55.0,130.98,0.0,0.0,9,3000.0,1009.97564,1102.79511,0.0,1.0,0.416667,0.083333,0.333333,0.0,12.0
C11490,7103.925375,220.74,0.0,220.74,5315.271763,15.0,3,10500.0,2070.710343,2923.119896,0.0,1.0,0.25,0.0,0.166667,0.416667,12.0
C18013,53.090328,546.7,0.0,546.7,47.68994,1.0,14,2500.0,753.224953,128.402444,0.454545,1.0,0.833333,0.0,0.75,0.083333,12.0
C11799,3646.04461,0.0,0.0,0.0,949.437186,4.0,0,8000.0,975.508088,897.29515,0.0,1.0,0.0,0.0,0.0,0.25,12.0
C15449,97.16839,1639.92,0.0,1639.92,0.0,0.0,12,2150.0,1620.285733,1555.793076,0.083333,1.0,1.0,0.0,1.0,0.0,12.0
C18609,115.310676,1316.06,1111.4,204.66,0.0,0.0,14,500.0,1198.557935,138.869649,1.0,0.909091,0.818182,0.727273,0.090909,0.0,11.0
C13855,0.0,990.0,0.0,990.0,0.0,0.0,9,1500.0,0.0,,0.0,0.0,0.818182,0.0,0.818182,0.0,11.0
C19189,13.457564,0.0,0.0,0.0,36.558778,2.0,0,500.0,52.549959,55.755628,0.25,0.833333,0.0,0.0,0.0,0.166667,6.0
C14795,8248.178009,1788.84,0.0,1788.84,90.031207,1.0,12,18000.0,40627.59524,2149.990102,0.166667,1.0,1.0,0.0,1.0,0.083333,12.0
C16637,68.007411,488.66,0.0,488.66,0.0,0.0,19,1500.0,303.387025,143.461021,0.25,1.0,1.0,0.0,0.9,0.0,10.0
C12634,195.575108,2984.34,2754.92,229.42,0.0,0.0,28,14500.0,1885.940209,196.257674,1.0,1.0,1.0,1.0,0.416667,0.0,12.0
C14123,460.644885,805.42,805.42,0.0,1916.483068,4.0,6,7000.0,708.479385,190.005996,0.285714,1.0,0.5,0.5,0.0,0.166667,12.0
C13992,1184.924492,306.0,234.0,72.0,1314.443111,8.0,7,3000.0,500.833154,672.890662,0.0,0.9,0.4,0.2,0.3,0.2,10.0
C13798,954.260731,611.08,567.32,43.76,0.0,0.0,14,3500.0,795.002019,189.893901,0.0,1.0,0.833333,0.666667,0.083333,0.0,12.0
C11064,5049.442457,0.0,0.0,0.0,3631.844028,5.0,0,8500.0,8574.541634,1473.841361,0.0,1.0,0.0,0.0,0.0,0.333333,12.0
C13621,228.925466,2084.18,2084.18,0.0,0.0,0.0,28,1000.0,2034.867192,195.590094,1.0,1.0,1.0,1.0,0.0,0.0,12.0
C17455,2271.102591,272.93,0.0,272.93,1120.44963,2.0,14,2500.0,764.791793,988.662899,0.0,1.0,0.583333,0.0,0.583333,0.083333,12.0
C18789,1019.135688,0.0,0.0,0.0,1153.912092,3.0,0,1200.0,114.172744,370.212719,0.0,1.0,0.0,0.0,0.0,0.285714,7.0
C14126,5376.338384,5899.35,3732.48,2166.87,,0.0,112,6000.0,2816.619335,2785.379085,0.0,1.0,1.0,0.75,0.916667,0.0,12.0
C19164,486.661842,1898.88,939.09,959.79,0.0,0.0,24,1200.0,669.03964,336.880119,0.5,0.833333,0.833333,0.666667,0.666667,0.0,6.0
C14783,1464.636143,0.0,0.0,0.0,2773.394382,8.0,0,1500.0,1751.449835,477.001326,0.090909,1.0,0.0,0.0,0.0,0.25,12.0
C14773,884.230978,0.0,0.0,0.0,611.76416,2.0,0,1200.0,883.943797,216.195821,0.0,1.0,0.0,0.0,0.0,0.083333,12.0
C18877,23.506407,256.69,256.69,0.0,0.0,0.0,5,1200.0,1386.758471,89.831553,0.0,0.181818,0.083333,0.083333,0.0,0.0,12.0
C16322,1729.618796,3533.46,2533.5,999.96,0.0,0.0,46,5000.0,4868.256038,735.288195,0.083333,1.0,1.0,0.5,0.833333,0.0,12.0
C10789,23.276656,796.56,0.0,796.56,0.0,0.0,13,4000.0,912.478311,102.895907,0.636364,0.636364,1.0,0.0,1.0,0.0,12.0
C18868,683.188651,85.0,85.0,0.0,0.0,0.0,1,3000.0,447.237766,214.535254,0.0,1.0,0.083333,0.083333,0.0,0.0,12.0
C17182,10.805893,76.51,50.93,25.58,0.0,0.0,2,2500.0,0.0,,0.0,0.166667,0.166667,0.166667,0.166667,0.0,6.0
C12740,939.348677,50.0,50.0,0.0,0.0,0.0,1,1000.0,315.440785,628.156487,0.0,1.0,0.083333,0.083333,0.0,0.0,12.0
C19154,25.688852,103.32,0.0,103.32,0.0,0.0,6,1500.0,74.507521,88.875754,0.5,1.0,1.0,0.0,0.833333,0.0,6.0
C11161,2730.843802,2900.0,2900.0,0.0,0.0,0.0,1,2900.0,0.0,,0.0,1.0,0.125,0.125,0.0,0.0,8.0
C18060,2030.838228,3165.54,1591.65,1573.89,0.0,0.0,151,6000.0,1872.134044,438.77119,0.0,1.0,1.0,0.583333,1.0,0.0,12.0
C13241,292.688812,2815.82,2047.65,768.17,0.0,0.0,71,7000.0,4382.773241,206.099083,0.5,1.0,1.0,1.0,1.0,0.0,12.0
C10523,13479.28821,41050.4,40624.06,426.34,0.0,0.0,157,17000.0,36066.75068,15914.48462,0.083333,1.0,0.833333,0.666667,0.416667,0.0,12.0
C13278,1593.619532,0.0,0.0,0.0,209.211041,2.0,0,1800.0,612.459086,524.499084,0.0,1.0,0.0,0.0,0.0,0.166667,12.0
C17389,950.716155,335.62,0.0,335.62,0.0,0.0,6,1000.0,762.737851,726.519901,0.0,1.0,0.5,0.0,0.5,0.0,12.0
